index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,geometry,VL
913,245,66153601,Chroicocephalus ridibundus,2017-08-15,8,Promenade Robert Hainard,46.7922,6.6425,3.0,data/images/chroicocephalus_ridibundus/original/66153601.jpg,429,539215,182646,data/images/chroicocephalus_ridibundus/cropped/66153601.jpg,POINT (539215 182646),663.43
914,246,61028261,Chroicocephalus ridibundus,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/chroicocephalus_ridibundus/original/61028261.jpg,396,754797,260774,data/images/chroicocephalus_ridibundus/cropped/61028261.jpg,POINT (754797 260774),502.1
915,247,61028251,Chroicocephalus ridibundus,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/chroicocephalus_ridibundus/original/61028251.jpg,396,754797,260774,data/images/chroicocephalus_ridibundus/cropped/61028251.jpg,POINT (754797 260774),527.26
916,248,61028161,Chroicocephalus ridibundus,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/chroicocephalus_ridibundus/original/61028161.jpg,396,754797,260774,data/images/chroicocephalus_ridibundus/cropped/61028161.jpg,POINT (754797 260774),491.7
917,249,61027771,Chroicocephalus ridibundus,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/chroicocephalus_ridibundus/original/61027771.jpg,396,754797,260774,data/images/chroicocephalus_ridibundus/cropped/61027771.jpg,POINT (754797 260774),479.97
918,250,61027731,Chroicocephalus ridibundus,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/chroicocephalus_ridibundus/original/61027731.jpg,396,754797,260774,data/images/chroicocephalus_ridibundus/cropped/61027731.jpg,POINT (754797 260774),473.52
920,253,60893631,Chroicocephalus ridibundus,2013-08-05,8,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/chroicocephalus_ridibundus/original/60893631.jpg,372,499993,117810,data/images/chroicocephalus_ridibundus/cropped/60893631.jpg,POINT (499993 117810),558.78
921,254,60893621,Chroicocephalus ridibundus,2013-08-05,8,Ville de Genève (City of Geneva),46.2043,6.1429,4.0,data/images/chroicocephalus_ridibundus/original/60893621.jpg,372,499993,117810,data/images/chroicocephalus_ridibundus/cropped/60893621.jpg,POINT (499993 117810),422.91
922,255,60893611,Chroicocephalus ridibundus,2013-08-05,8,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/chroicocephalus_ridibundus/original/60893611.jpg,372,499993,117810,data/images/chroicocephalus_ridibundus/cropped/60893611.jpg,POINT (499993 117810),245.87
923,257,60662001,Chroicocephalus ridibundus,2017-05-31,5,Neeracherried,47.5005,8.4801,3.0,data/images/chroicocephalus_ridibundus/original/60662001.jpg,409,678470,261603,data/images/chroicocephalus_ridibundus/cropped/60662001.jpg,POINT (678470 261603),991.24
924,258,60661991,Chroicocephalus ridibundus,2017-05-31,5,Neeracherried,47.5005,8.4801,4.0,data/images/chroicocephalus_ridibundus/original/60661991.jpg,409,678470,261603,data/images/chroicocephalus_ridibundus/cropped/60661991.jpg,POINT (678470 261603),1030.06
925,260,60661971,Chroicocephalus ridibundus,2017-05-31,5,Neeracherried,47.5005,8.4801,4.0,data/images/chroicocephalus_ridibundus/original/60661971.jpg,409,678470,261603,data/images/chroicocephalus_ridibundus/cropped/60661971.jpg,POINT (678470 261603),1487.12
926,261,60661961,Chroicocephalus ridibundus,2017-05-31,5,Neeracherried,47.5005,8.4801,4.5,data/images/chroicocephalus_ridibundus/original/60661961.jpg,409,678470,261603,data/images/chroicocephalus_ridibundus/cropped/60661961.jpg,POINT (678470 261603),1113.73
927,262,60661951,Chroicocephalus ridibundus,2017-05-31,5,Neeracherried,47.5005,8.4801,3.0,data/images/chroicocephalus_ridibundus/original/60661951.jpg,409,678470,261603,data/images/chroicocephalus_ridibundus/cropped/60661951.jpg,POINT (678470 261603),881.77
928,263,60661941,Chroicocephalus ridibundus,2017-05-31,5,Neeracherried,47.5005,8.4801,3.0,data/images/chroicocephalus_ridibundus/original/60661941.jpg,409,678470,261603,data/images/chroicocephalus_ridibundus/cropped/60661941.jpg,POINT (678470 261603),1335.37
931,266,55479131,Chroicocephalus ridibundus,2017-04-19,4,Kreuzlingen--Seepark,47.6519,9.1897,4.0,data/images/chroicocephalus_ridibundus/original/55479131.jpg,396,731552,279384,data/images/chroicocephalus_ridibundus/cropped/55479131.jpg,POINT (731552 279384),316.57
932,268,54810721,Chroicocephalus ridibundus,2017-04-17,4,Île de Préverenges,46.5074,6.5355,4.0,data/images/chroicocephalus_ridibundus/original/54810721.jpg,372,530681,151077,data/images/chroicocephalus_ridibundus/cropped/54810721.jpg,POINT (530681 151077),861.5
933,269,54810711,Chroicocephalus ridibundus,2017-04-17,4,Île de Préverenges,46.5074,6.5355,3.0,data/images/chroicocephalus_ridibundus/original/54810711.jpg,372,530681,151077,data/images/chroicocephalus_ridibundus/cropped/54810711.jpg,POINT (530681 151077),514.81
934,270,54810701,Chroicocephalus ridibundus,2017-04-17,4,Île de Préverenges,46.5074,6.5355,3.0,data/images/chroicocephalus_ridibundus/original/54810701.jpg,372,530681,151077,data/images/chroicocephalus_ridibundus/cropped/54810701.jpg,POINT (530681 151077),630.52
935,272,50130101,Chroicocephalus ridibundus,2017-03-05,3,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/chroicocephalus_ridibundus/original/50130101.jpg,406,704027,230873,data/images/chroicocephalus_ridibundus/cropped/50130101.jpg,POINT (704027 230873),1829.17
936,273,50130071,Chroicocephalus ridibundus,2017-03-05,3,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/chroicocephalus_ridibundus/original/50130071.jpg,406,704027,230873,data/images/chroicocephalus_ridibundus/cropped/50130071.jpg,POINT (704027 230873),1770.24
937,274,50108281,Chroicocephalus ridibundus,2016-11-28,11,"Walche-Brücke, Zürich",47.3786,8.5418,4.0,data/images/chroicocephalus_ridibundus/original/50108281.jpg,415,683309,248115,data/images/chroicocephalus_ridibundus/cropped/50108281.jpg,POINT (683309 248115),4195.83
938,275,50023911,Chroicocephalus ridibundus,2016-09-28,9,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,4.0,data/images/chroicocephalus_ridibundus/original/50023911.jpg,434,665988,211495,data/images/chroicocephalus_ridibundus/cropped/50023911.jpg,POINT (665988 211495),969.18
939,277,48657811,Chroicocephalus ridibundus,2017-02-14,2,Seefeldquai,47.3626,8.5468,0.0,data/images/chroicocephalus_ridibundus/original/48657811.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/48657811.jpg,POINT (683712 246341),420.65
940,278,48657801,Chroicocephalus ridibundus,2017-02-14,2,Seefeldquai,47.3626,8.5468,0.0,data/images/chroicocephalus_ridibundus/original/48657801.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/48657801.jpg,POINT (683712 246341),332.02
941,279,47527671,Chroicocephalus ridibundus,2017-02-05,2,Baldeggersee--Baldegg,47.1851,8.2766,3.0,data/images/chroicocephalus_ridibundus/original/47527671.jpg,465,663512,226355,data/images/chroicocephalus_ridibundus/cropped/47527671.jpg,POINT (663512 226355),905.48
942,280,47377611,Chroicocephalus ridibundus,2017-02-02,2,Quai de Cologny,46.2226,6.1813,3.0,data/images/chroicocephalus_ridibundus/original/47377611.jpg,377,502989,119796,data/images/chroicocephalus_ridibundus/cropped/47377611.jpg,POINT (502989 119796),101.03
943,281,47377251,Chroicocephalus ridibundus,2017-02-02,2,Jetée et Port des Pâquis,46.2102,6.1546,3.5,data/images/chroicocephalus_ridibundus/original/47377251.jpg,372,500907,118451,data/images/chroicocephalus_ridibundus/cropped/47377251.jpg,POINT (500907 118451),520.63
944,282,47235901,Chroicocephalus ridibundus,2017-02-02,2,Seefeldquai,47.3626,8.5468,4.0,data/images/chroicocephalus_ridibundus/original/47235901.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/47235901.jpg,POINT (683712 246341),458.34
945,283,46585131,Chroicocephalus ridibundus,2017-01-26,1,Embouchure de la Chamberonne,46.5171,6.5868,4.0,data/images/chroicocephalus_ridibundus/original/46585131.jpg,373,534630,152111,data/images/chroicocephalus_ridibundus/cropped/46585131.jpg,POINT (534630 152111),405.67
947,285,46429721,Chroicocephalus ridibundus,2017-01-24,1,Débarcadère de Saint-Sulpice,46.5087,6.5613,3.0,data/images/chroicocephalus_ridibundus/original/46429721.jpg,373,532663,151199,data/images/chroicocephalus_ridibundus/cropped/46429721.jpg,POINT (532663 151199),121.11
948,286,46427641,Chroicocephalus ridibundus,2017-01-24,1,Île de Préverenges,46.5074,6.5355,3.0,data/images/chroicocephalus_ridibundus/original/46427641.jpg,372,530681,151077,data/images/chroicocephalus_ridibundus/cropped/46427641.jpg,POINT (530681 151077),1199.66
949,287,46427461,Chroicocephalus ridibundus,2017-01-24,1,Port des Pierrettes,46.5171,6.5778,4.0,data/images/chroicocephalus_ridibundus/original/46427461.jpg,374,533939,152119,data/images/chroicocephalus_ridibundus/cropped/46427461.jpg,POINT (533939 152119),1422.18
950,288,46427441,Chroicocephalus ridibundus,2017-01-24,1,Port des Pierrettes,46.5171,6.5778,3.0,data/images/chroicocephalus_ridibundus/original/46427441.jpg,374,533939,152119,data/images/chroicocephalus_ridibundus/cropped/46427441.jpg,POINT (533939 152119),205.6
952,290,43638281,Chroicocephalus ridibundus,2016-12-27,12,Frauenwinkel (general area),47.212,8.7873,4.0,data/images/chroicocephalus_ridibundus/original/43638281.jpg,406,702165,229885,data/images/chroicocephalus_ridibundus/cropped/43638281.jpg,POINT (702165 229885),463.37
953,291,43470421,Chroicocephalus ridibundus,2010-10-21,10,Luzern Stadt (City of Lucerne),47.0501,8.3093,4.333333333333333,data/images/chroicocephalus_ridibundus/original/43470421.jpg,435,666157,211374,data/images/chroicocephalus_ridibundus/cropped/43470421.jpg,POINT (666157 211374),492.93
954,292,43388581,Chroicocephalus ridibundus,2016-03-05,3,CH-Aargau-Baden-2 Brown Boveri Platz - 47.479x8.306,47.4786,8.306000000000001,3.0,data/images/chroicocephalus_ridibundus/original/43388581.jpg,385,665380,259009,data/images/chroicocephalus_ridibundus/cropped/43388581.jpg,POINT (665380 259009),539.46
955,297,41377591,Chroicocephalus ridibundus,2015-06-07,6,Teppes de Verbois,46.1804,6.0148,4.0,data/images/chroicocephalus_ridibundus/original/41377591.jpg,369,490059,115325,data/images/chroicocephalus_ridibundus/cropped/41377591.jpg,POINT (490059 115325),196.35
956,298,41377571,Chroicocephalus ridibundus,2015-06-07,6,Teppes de Verbois,46.1804,6.0148,5.0,data/images/chroicocephalus_ridibundus/original/41377571.jpg,369,490059,115325,data/images/chroicocephalus_ridibundus/cropped/41377571.jpg,POINT (490059 115325),1446.56
957,300,40237521,Chroicocephalus ridibundus,2016-10-12,10,Port de Portalban,46.9243,6.955,3.0,data/images/chroicocephalus_ridibundus/original/40237521.jpg,429,563165,197137,data/images/chroicocephalus_ridibundus/cropped/40237521.jpg,POINT (563165 197137),523.58
958,301,37846141,Chroicocephalus ridibundus,2013-09-14,9,Lake Lucerne,47.023,8.3546,0.0,data/images/chroicocephalus_ridibundus/original/37846141.jpg,434,669634,208401,data/images/chroicocephalus_ridibundus/cropped/37846141.jpg,POINT (669634 208401),360.11
959,302,37785011,Chroicocephalus ridibundus,2013-09-13,9,Lucerne - near Kapellbrucke,47.0515,8.3065,4.0,data/images/chroicocephalus_ridibundus/original/37785011.jpg,434,665943,211528,data/images/chroicocephalus_ridibundus/cropped/37785011.jpg,POINT (665943 211528),352.37
960,303,37743681,Chroicocephalus ridibundus,2016-09-22,9,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/chroicocephalus_ridibundus/original/37743681.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/37743681.jpg,POINT (683281 247925),462.9
961,304,36677291,Chroicocephalus ridibundus,2016-10-01,10,Neeracherried,47.5005,8.4801,5.0,data/images/chroicocephalus_ridibundus/original/36677291.jpg,409,678470,261603,data/images/chroicocephalus_ridibundus/cropped/36677291.jpg,POINT (678470 261603),1130.34
962,306,33884261,Chroicocephalus ridibundus,2007-10-08,10,Lake Constance - West Shore - Germany,47.6624,9.1803,3.0,data/images/chroicocephalus_ridibundus/original/33884261.jpg,396,730820,280536,data/images/chroicocephalus_ridibundus/cropped/33884261.jpg,POINT (730820 280536),1693.26
963,307,31525301,Chroicocephalus ridibundus,2016-07-23,7,Pfäffikersee (general area),47.3529,8.7802,0.0,data/images/chroicocephalus_ridibundus/original/31525301.jpg,537,701360,245538,data/images/chroicocephalus_ridibundus/cropped/31525301.jpg,POINT (701360 245538),1108.87
964,308,31376861,Chroicocephalus ridibundus,2016-07-16,7,Neeracherried,47.5005,8.4801,3.0,data/images/chroicocephalus_ridibundus/original/31376861.jpg,409,678470,261603,data/images/chroicocephalus_ridibundus/cropped/31376861.jpg,POINT (678470 261603),1342.57
965,309,29631141,Chroicocephalus ridibundus,2016-01-12,1,Jetée et Port des Pâquis,46.2102,6.1546,5.0,data/images/chroicocephalus_ridibundus/original/29631141.jpg,372,500907,118451,data/images/chroicocephalus_ridibundus/cropped/29631141.jpg,POINT (500907 118451),98.49
966,310,26857061,Chroicocephalus ridibundus,2016-04-10,4,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/chroicocephalus_ridibundus/original/26857061.jpg,406,704027,230873,data/images/chroicocephalus_ridibundus/cropped/26857061.jpg,POINT (704027 230873),5939.37
967,311,25750831,Chroicocephalus ridibundus,2016-03-10,3,CH-Nidwalden-Buochs-Seestrasse 60 - 46.9730x8.4453,46.973,8.4453,4.5,data/images/chroicocephalus_ridibundus/original/25750831.jpg,434,676600,202927,data/images/chroicocephalus_ridibundus/cropped/25750831.jpg,POINT (676600 202927),248.9
968,312,23465321,Chroicocephalus ridibundus,2016-01-21,1,Seefeldquai,47.3626,8.5468,0.0,data/images/chroicocephalus_ridibundus/original/23465321.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/23465321.jpg,POINT (683712 246341),251.11
969,314,21082731,Chroicocephalus ridibundus,2010-01-03,1,Quaibrücke,47.3669,8.5434,4.0,data/images/chroicocephalus_ridibundus/original/21082731.jpg,406,683448,246816,data/images/chroicocephalus_ridibundus/cropped/21082731.jpg,POINT (683448 246816),178.72
970,315,21082721,Chroicocephalus ridibundus,2010-01-03,1,Quaibrücke,47.3669,8.5434,4.0,data/images/chroicocephalus_ridibundus/original/21082721.jpg,406,683448,246816,data/images/chroicocephalus_ridibundus/cropped/21082721.jpg,POINT (683448 246816),135.31
971,316,21082711,Chroicocephalus ridibundus,2010-01-03,1,Quaibrücke,47.3669,8.5434,4.0,data/images/chroicocephalus_ridibundus/original/21082711.jpg,406,683448,246816,data/images/chroicocephalus_ridibundus/cropped/21082711.jpg,POINT (683448 246816),141.98
972,317,20837391,Chroicocephalus ridibundus,2015-10-13,10,Parco Civico,46.0051,8.9582,3.0,data/images/chroicocephalus_ridibundus/original/20837391.jpg,273,717708,95978,data/images/chroicocephalus_ridibundus/cropped/20837391.jpg,POINT (717708 95978),346.13
973,0,200544391,Netta rufina,2014-01-09,1,Rapperswil--Kloster,47.2269,8.8115,0.0,data/images/netta_rufina/original/200544391.jpg,406,703969,231573,data/images/netta_rufina/cropped/200544391.jpg,POINT (703969 231573),336.96
974,1,200266451,Netta rufina,2017-01-22,1,Tiefenbrunnen Zürich,47.3491,8.5604,0.0,data/images/netta_rufina/original/200266451.jpg,406,684760,244855,data/images/netta_rufina/cropped/200266451.jpg,POINT (684760 244855),336.96
975,2,199131911,Netta rufina,2020-01-13,1,Rade de Genève (Geneva Bay),46.2111,6.1597,4.0,data/images/netta_rufina/original/199131911.jpg,372,501302,118545,data/images/netta_rufina/cropped/199131911.jpg,POINT (501302 118545),447.59
976,3,198606031,Netta rufina,2018-04-23,4,Bolle di Magadino--Nord--Verzasca,46.1662,8.8574,0.0,data/images/netta_rufina/original/198606031.jpg,193,709577,113737,data/images/netta_rufina/cropped/198606031.jpg,POINT (709577 113737),229.77
977,4,193302841,Netta rufina,2019-12-15,12,Rapperswil--Holzbrücke,47.2206,8.8121,0.0,data/images/netta_rufina/original/193302841.jpg,406,704027,230873,data/images/netta_rufina/cropped/193302841.jpg,POINT (704027 230873),608.67
978,5,192425351,Netta rufina,2019-12-08,12,Parc Mon Repos et de la Perle du Lac,46.2199,6.1521,4.0,data/images/netta_rufina/original/192425351.jpg,377,500731,119533,data/images/netta_rufina/cropped/192425351.jpg,POINT (500731 119533),683.21
979,6,191840881,Netta rufina,2011-06-14,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/netta_rufina/original/191840881.jpg,434,666530,211301,data/images/netta_rufina/cropped/191840881.jpg,POINT (666530 211301),2112.4
980,7,191840871,Netta rufina,2011-06-14,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/netta_rufina/original/191840871.jpg,434,666530,211301,data/images/netta_rufina/cropped/191840871.jpg,POINT (666530 211301),1430.12
981,8,191840861,Netta rufina,2011-06-14,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/netta_rufina/original/191840861.jpg,434,666530,211301,data/images/netta_rufina/cropped/191840861.jpg,POINT (666530 211301),738.57
982,9,191600671,Netta rufina,2018-03-29,3,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/netta_rufina/original/191600671.jpg,408,683281,247925,data/images/netta_rufina/cropped/191600671.jpg,POINT (683281 247925),783.55
983,10,191193111,Netta rufina,2019-12-03,12,Pointe à la Bise,46.2445,6.1925,3.0,data/images/netta_rufina/original/191193111.jpg,372,503892,122216,data/images/netta_rufina/cropped/191193111.jpg,POINT (503892 122216),128.38
984,11,191186361,Netta rufina,2019-12-03,12,Pointe à la Bise,46.2445,6.1925,3.0,data/images/netta_rufina/original/191186361.jpg,372,503892,122216,data/images/netta_rufina/cropped/191186361.jpg,POINT (503892 122216),305.8
985,12,190620021,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/netta_rufina/original/190620021.jpg,372,501507,118330,data/images/netta_rufina/cropped/190620021.jpg,POINT (501507 118330),929.78
986,13,190620011,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/netta_rufina/original/190620011.jpg,372,501507,118330,data/images/netta_rufina/cropped/190620011.jpg,POINT (501507 118330),1099.65
987,14,190620001,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/netta_rufina/original/190620001.jpg,372,501507,118330,data/images/netta_rufina/cropped/190620001.jpg,POINT (501507 118330),539.8
988,15,190619461,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/netta_rufina/original/190619461.jpg,372,501507,118330,data/images/netta_rufina/cropped/190619461.jpg,POINT (501507 118330),3251.47
989,16,190619451,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/netta_rufina/original/190619451.jpg,372,501507,118330,data/images/netta_rufina/cropped/190619451.jpg,POINT (501507 118330),1567.85
990,17,190619441,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/netta_rufina/original/190619441.jpg,372,501507,118330,data/images/netta_rufina/cropped/190619441.jpg,POINT (501507 118330),1715.31
991,19,190619411,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/netta_rufina/original/190619411.jpg,372,501507,118330,data/images/netta_rufina/cropped/190619411.jpg,POINT (501507 118330),1794.5
992,20,190176921,Netta rufina,2019-11-27,11,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/190176921.jpg,372,500907,118451,data/images/netta_rufina/cropped/190176921.jpg,POINT (500907 118451),908.33
993,21,187814911,Netta rufina,2011-07-21,7,Lucern,47.0543,8.3139,0.0,data/images/netta_rufina/original/187814911.jpg,434,666501,211845,data/images/netta_rufina/cropped/187814911.jpg,POINT (666501 211845),1857.61
994,22,187814901,Netta rufina,2011-07-21,7,Lucern,47.0543,8.3139,0.0,data/images/netta_rufina/original/187814901.jpg,434,666501,211845,data/images/netta_rufina/cropped/187814901.jpg,POINT (666501 211845),2064.95
995,23,187603881,Netta rufina,2019-11-13,11,"CH-Lucerne-Haldenstrasse 36-40 (47.0547,8.3319)",47.0547,8.3319,0.0,data/images/netta_rufina/original/187603881.jpg,440,667868,211905,data/images/netta_rufina/cropped/187603881.jpg,POINT (667868 211905),896.53
996,24,187125121,Netta rufina,2019-05-04,5,Fanel--Inseln und Lagunen,46.9812,7.041,0.0,data/images/netta_rufina/original/187125121.jpg,430,569747,203425,data/images/netta_rufina/cropped/187125121.jpg,POINT (569747 203425),1141.5
997,25,184351961,Netta rufina,2009-06-19,6,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/netta_rufina/original/184351961.jpg,434,665988,211495,data/images/netta_rufina/cropped/184351961.jpg,POINT (665988 211495),588.74
998,26,184351951,Netta rufina,2009-06-19,6,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/netta_rufina/original/184351951.jpg,434,665988,211495,data/images/netta_rufina/cropped/184351951.jpg,POINT (665988 211495),362.7
999,27,184351931,Netta rufina,2009-06-19,6,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/netta_rufina/original/184351931.jpg,434,665988,211495,data/images/netta_rufina/cropped/184351931.jpg,POINT (665988 211495),326.43
1000,28,182291311,Netta rufina,2019-10-14,10,Rade de Genève (Geneva Bay),46.2111,6.1597,3.0,data/images/netta_rufina/original/182291311.jpg,372,501302,118545,data/images/netta_rufina/cropped/182291311.jpg,POINT (501302 118545),967.93
1001,29,181493591,Netta rufina,2019-09-19,9,Arboretum Zürich,47.3628,8.5363,3.0,data/images/netta_rufina/original/181493591.jpg,406,682918,246352,data/images/netta_rufina/cropped/181493591.jpg,POINT (682918 246352),1054.64
1002,30,179876551,Netta rufina,2019-09-30,9,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/netta_rufina/original/179876551.jpg,318,659782,270592,data/images/netta_rufina/cropped/179876551.jpg,POINT (659782 270592),1062.79
1003,31,179876541,Netta rufina,2019-09-30,9,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/netta_rufina/original/179876541.jpg,318,659782,270592,data/images/netta_rufina/cropped/179876541.jpg,POINT (659782 270592),607.2
1004,32,179876531,Netta rufina,2019-09-30,9,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/netta_rufina/original/179876531.jpg,318,659782,270592,data/images/netta_rufina/cropped/179876531.jpg,POINT (659782 270592),633.37
1005,33,179876521,Netta rufina,2019-09-30,9,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/netta_rufina/original/179876521.jpg,318,659782,270592,data/images/netta_rufina/cropped/179876521.jpg,POINT (659782 270592),357.74
1006,34,177045031,Netta rufina,2019-09-14,9,"CH-Geneva-Rue de Fribourg 16 (46.2113,6.1457)",46.2282,6.1001,0.0,data/images/netta_rufina/original/177045031.jpg,423,496735,120522,data/images/netta_rufina/cropped/177045031.jpg,POINT (496735 120522),108.36
1007,35,177032771,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/177032771.jpg,261,620719,265311,data/images/netta_rufina/cropped/177032771.jpg,POINT (620719 265311),879.39
1008,36,177032751,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/177032751.jpg,261,620719,265311,data/images/netta_rufina/cropped/177032751.jpg,POINT (620719 265311),717.69
1009,37,177032631,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/177032631.jpg,261,620719,265311,data/images/netta_rufina/cropped/177032631.jpg,POINT (620719 265311),330.02
1010,39,173720781,Netta rufina,2019-08-19,8,Luzern--Inseli Park,47.0494,8.3142,3.0,data/images/netta_rufina/original/173720781.jpg,434,666530,211301,data/images/netta_rufina/cropped/173720781.jpg,POINT (666530 211301),331.58
1011,41,173057241,Netta rufina,2018-02-24,2,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/173057241.jpg,408,683281,247925,data/images/netta_rufina/cropped/173057241.jpg,POINT (683281 247925),1347.24
1012,42,173056941,Netta rufina,2018-02-24,2,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/netta_rufina/original/173056941.jpg,408,683281,247925,data/images/netta_rufina/cropped/173056941.jpg,POINT (683281 247925),1490.67
1013,43,173056931,Netta rufina,2018-02-24,2,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/netta_rufina/original/173056931.jpg,408,683281,247925,data/images/netta_rufina/cropped/173056931.jpg,POINT (683281 247925),2153.99
1014,44,172525271,Netta rufina,2012-03-09,3,Jetée et Port des Pâquis,46.2102,6.1546,0.0,data/images/netta_rufina/original/172525271.jpg,372,500907,118451,data/images/netta_rufina/cropped/172525271.jpg,POINT (500907 118451),298.36
1015,45,172495021,Netta rufina,2019-08-14,8,Klingnauer Stausee,47.5833,8.2333,3.0,data/images/netta_rufina/original/172495021.jpg,318,659782,270592,data/images/netta_rufina/cropped/172495021.jpg,POINT (659782 270592),1363.71
1016,46,171715651,Netta rufina,2019-07-25,7,Les Grangettes--Lagune des Saviez,46.3947,6.9170000000000025,4.0,data/images/netta_rufina/original/171715651.jpg,372,559878,138283,data/images/netta_rufina/cropped/171715651.jpg,POINT (559878 138283),989.71
1017,47,171715641,Netta rufina,2019-07-25,7,Les Grangettes--Lagune des Saviez,46.3947,6.9170000000000025,0.0,data/images/netta_rufina/original/171715641.jpg,372,559878,138283,data/images/netta_rufina/cropped/171715641.jpg,POINT (559878 138283),861.78
1018,48,170975761,Netta rufina,2015-10-26,10,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/netta_rufina/original/170975761.jpg,318,659782,270592,data/images/netta_rufina/cropped/170975761.jpg,POINT (659782 270592),449.05
1019,49,170498891,Netta rufina,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/netta_rufina/original/170498891.jpg,372,499993,117810,data/images/netta_rufina/cropped/170498891.jpg,POINT (499993 117810),895.47
1020,50,170498871,Netta rufina,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/netta_rufina/original/170498871.jpg,372,499993,117810,data/images/netta_rufina/cropped/170498871.jpg,POINT (499993 117810),1047.08
1021,51,170202611,Netta rufina,2019-07-18,7,"Bahnhof, Flüelen, Uri, CH",46.9019,8.6229,0.0,data/images/netta_rufina/original/170202611.jpg,434,690233,195213,data/images/netta_rufina/cropped/170202611.jpg,POINT (690233 195213),1782.95
1022,52,170201371,Netta rufina,2019-07-18,7,"Bahnhof, Flüelen, Uri, CH",46.9019,8.6229,0.0,data/images/netta_rufina/original/170201371.jpg,434,690233,195213,data/images/netta_rufina/cropped/170201371.jpg,POINT (690233 195213),660.39
1023,53,169988911,Netta rufina,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,4.0,data/images/netta_rufina/original/169988911.jpg,435,666157,211374,data/images/netta_rufina/cropped/169988911.jpg,POINT (666157 211374),2350.91
1024,54,169988901,Netta rufina,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,3.7142857142857135,data/images/netta_rufina/original/169988901.jpg,435,666157,211374,data/images/netta_rufina/cropped/169988901.jpg,POINT (666157 211374),549.94
