index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,VL
950,288,46427441,Chroicocephalus ridibundus,2017-01-24,1,Port des Pierrettes,46.5171,6.5778,3.0,data/images/chroicocephalus_ridibundus/original/46427441.jpg,374,533939,152119,data/images/chroicocephalus_ridibundus/cropped/46427441.jpg,397.95
951,289,46427421,Chroicocephalus ridibundus,2017-01-24,1,Port des Pierrettes,46.5171,6.5778,4.5,data/images/chroicocephalus_ridibundus/original/46427421.jpg,374,533939,152119,data/images/chroicocephalus_ridibundus/cropped/46427421.jpg,395.69
952,290,43638281,Chroicocephalus ridibundus,2016-12-27,12,Frauenwinkel (general area),47.212,8.7873,4.0,data/images/chroicocephalus_ridibundus/original/43638281.jpg,406,702165,229885,data/images/chroicocephalus_ridibundus/cropped/43638281.jpg,719.81
953,291,43470421,Chroicocephalus ridibundus,2010-10-21,10,Luzern Stadt (City of Lucerne),47.0501,8.3093,4.333333333333333,data/images/chroicocephalus_ridibundus/original/43470421.jpg,435,666157,211374,data/images/chroicocephalus_ridibundus/cropped/43470421.jpg,853.54
954,292,43388581,Chroicocephalus ridibundus,2016-03-05,3,CH-Aargau-Baden-2 Brown Boveri Platz - 47.479x8.306,47.4786,8.306000000000001,3.0,data/images/chroicocephalus_ridibundus/original/43388581.jpg,385,665380,259009,data/images/chroicocephalus_ridibundus/cropped/43388581.jpg,979.89
955,297,41377591,Chroicocephalus ridibundus,2015-06-07,6,Teppes de Verbois,46.1804,6.0148,4.0,data/images/chroicocephalus_ridibundus/original/41377591.jpg,369,490059,115325,data/images/chroicocephalus_ridibundus/cropped/41377591.jpg,374.8
956,298,41377571,Chroicocephalus ridibundus,2015-06-07,6,Teppes de Verbois,46.1804,6.0148,5.0,data/images/chroicocephalus_ridibundus/original/41377571.jpg,369,490059,115325,data/images/chroicocephalus_ridibundus/cropped/41377571.jpg,2122.52
957,300,40237521,Chroicocephalus ridibundus,2016-10-12,10,Port de Portalban,46.9243,6.955,3.0,data/images/chroicocephalus_ridibundus/original/40237521.jpg,429,563165,197137,data/images/chroicocephalus_ridibundus/cropped/40237521.jpg,936.6
958,301,37846141,Chroicocephalus ridibundus,2013-09-14,9,Lake Lucerne,47.023,8.3546,0.0,data/images/chroicocephalus_ridibundus/original/37846141.jpg,434,669634,208401,data/images/chroicocephalus_ridibundus/cropped/37846141.jpg,594.4
959,302,37785011,Chroicocephalus ridibundus,2013-09-13,9,Lucerne - near Kapellbrucke,47.0515,8.3065,4.0,data/images/chroicocephalus_ridibundus/original/37785011.jpg,434,665943,211528,data/images/chroicocephalus_ridibundus/cropped/37785011.jpg,653.83
960,303,37743681,Chroicocephalus ridibundus,2016-09-22,9,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/chroicocephalus_ridibundus/original/37743681.jpg,408,683281,247925,data/images/chroicocephalus_ridibundus/cropped/37743681.jpg,766.69
961,304,36677291,Chroicocephalus ridibundus,2016-10-01,10,Neeracherried,47.5005,8.4801,5.0,data/images/chroicocephalus_ridibundus/original/36677291.jpg,409,678470,261603,data/images/chroicocephalus_ridibundus/cropped/36677291.jpg,2294.62
962,306,33884261,Chroicocephalus ridibundus,2007-10-08,10,Lake Constance - West Shore - Germany,47.6624,9.1803,3.0,data/images/chroicocephalus_ridibundus/original/33884261.jpg,396,730820,280536,data/images/chroicocephalus_ridibundus/cropped/33884261.jpg,2393.36
963,307,31525301,Chroicocephalus ridibundus,2016-07-23,7,Pfäffikersee (general area),47.3529,8.7802,0.0,data/images/chroicocephalus_ridibundus/original/31525301.jpg,537,701360,245538,data/images/chroicocephalus_ridibundus/cropped/31525301.jpg,2122.76
964,308,31376861,Chroicocephalus ridibundus,2016-07-16,7,Neeracherried,47.5005,8.4801,3.0,data/images/chroicocephalus_ridibundus/original/31376861.jpg,409,678470,261603,data/images/chroicocephalus_ridibundus/cropped/31376861.jpg,2187.45
965,309,29631141,Chroicocephalus ridibundus,2016-01-12,1,Jetée et Port des Pâquis,46.2102,6.1546,5.0,data/images/chroicocephalus_ridibundus/original/29631141.jpg,372,500907,118451,data/images/chroicocephalus_ridibundus/cropped/29631141.jpg,185.63
966,310,26857061,Chroicocephalus ridibundus,2016-04-10,4,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/chroicocephalus_ridibundus/original/26857061.jpg,406,704027,230873,data/images/chroicocephalus_ridibundus/cropped/26857061.jpg,9030.92
967,311,25750831,Chroicocephalus ridibundus,2016-03-10,3,CH-Nidwalden-Buochs-Seestrasse 60 - 46.9730x8.4453,46.973,8.4453,4.5,data/images/chroicocephalus_ridibundus/original/25750831.jpg,434,676600,202927,data/images/chroicocephalus_ridibundus/cropped/25750831.jpg,477.89
968,312,23465321,Chroicocephalus ridibundus,2016-01-21,1,Seefeldquai,47.3626,8.5468,0.0,data/images/chroicocephalus_ridibundus/original/23465321.jpg,407,683712,246341,data/images/chroicocephalus_ridibundus/cropped/23465321.jpg,537.9
969,314,21082731,Chroicocephalus ridibundus,2010-01-03,1,Quaibrücke,47.3669,8.5434,4.0,data/images/chroicocephalus_ridibundus/original/21082731.jpg,406,683448,246816,data/images/chroicocephalus_ridibundus/cropped/21082731.jpg,307.18
970,315,21082721,Chroicocephalus ridibundus,2010-01-03,1,Quaibrücke,47.3669,8.5434,4.0,data/images/chroicocephalus_ridibundus/original/21082721.jpg,406,683448,246816,data/images/chroicocephalus_ridibundus/cropped/21082721.jpg,240.63
971,316,21082711,Chroicocephalus ridibundus,2010-01-03,1,Quaibrücke,47.3669,8.5434,4.0,data/images/chroicocephalus_ridibundus/original/21082711.jpg,406,683448,246816,data/images/chroicocephalus_ridibundus/cropped/21082711.jpg,247.36
972,317,20837391,Chroicocephalus ridibundus,2015-10-13,10,Parco Civico,46.0051,8.9582,3.0,data/images/chroicocephalus_ridibundus/original/20837391.jpg,273,717708,95978,data/images/chroicocephalus_ridibundus/cropped/20837391.jpg,545.53
973,0,200544391,Netta rufina,2014-01-09,1,Rapperswil--Kloster,47.2269,8.8115,0.0,data/images/netta_rufina/original/200544391.jpg,406,703969,231573,data/images/netta_rufina/cropped/200544391.jpg,609.54
974,1,200266451,Netta rufina,2017-01-22,1,Tiefenbrunnen Zürich,47.3491,8.5604,0.0,data/images/netta_rufina/original/200266451.jpg,406,684760,244855,data/images/netta_rufina/cropped/200266451.jpg,609.54
975,2,199131911,Netta rufina,2020-01-13,1,Rade de Genève (Geneva Bay),46.2111,6.1597,4.0,data/images/netta_rufina/original/199131911.jpg,372,501302,118545,data/images/netta_rufina/cropped/199131911.jpg,808.11
976,3,198606031,Netta rufina,2018-04-23,4,Bolle di Magadino--Nord--Verzasca,46.1662,8.8574,0.0,data/images/netta_rufina/original/198606031.jpg,193,709577,113737,data/images/netta_rufina/cropped/198606031.jpg,379.39
977,4,193302841,Netta rufina,2019-12-15,12,Rapperswil--Holzbrücke,47.2206,8.8121,0.0,data/images/netta_rufina/original/193302841.jpg,406,704027,230873,data/images/netta_rufina/cropped/193302841.jpg,959.87
978,5,192425351,Netta rufina,2019-12-08,12,Parc Mon Repos et de la Perle du Lac,46.2199,6.1521,4.0,data/images/netta_rufina/original/192425351.jpg,377,500731,119533,data/images/netta_rufina/cropped/192425351.jpg,1153.09
979,6,191840881,Netta rufina,2011-06-14,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/netta_rufina/original/191840881.jpg,434,666530,211301,data/images/netta_rufina/cropped/191840881.jpg,3648.86
980,7,191840871,Netta rufina,2011-06-14,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/netta_rufina/original/191840871.jpg,434,666530,211301,data/images/netta_rufina/cropped/191840871.jpg,2190.87
981,8,191840861,Netta rufina,2011-06-14,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/netta_rufina/original/191840861.jpg,434,666530,211301,data/images/netta_rufina/cropped/191840861.jpg,1194.14
982,9,191600671,Netta rufina,2018-03-29,3,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/netta_rufina/original/191600671.jpg,408,683281,247925,data/images/netta_rufina/cropped/191600671.jpg,1370.26
983,10,191193111,Netta rufina,2019-12-03,12,Pointe à la Bise,46.2445,6.1925,3.0,data/images/netta_rufina/original/191193111.jpg,372,503892,122216,data/images/netta_rufina/cropped/191193111.jpg,213.46
984,11,191186361,Netta rufina,2019-12-03,12,Pointe à la Bise,46.2445,6.1925,3.0,data/images/netta_rufina/original/191186361.jpg,372,503892,122216,data/images/netta_rufina/cropped/191186361.jpg,530.0
985,12,190620021,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/netta_rufina/original/190620021.jpg,372,501507,118330,data/images/netta_rufina/cropped/190620021.jpg,1573.46
986,13,190620011,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/netta_rufina/original/190620011.jpg,372,501507,118330,data/images/netta_rufina/cropped/190620011.jpg,1819.75
987,14,190620001,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/netta_rufina/original/190620001.jpg,372,501507,118330,data/images/netta_rufina/cropped/190620001.jpg,917.51
988,15,190619461,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/netta_rufina/original/190619461.jpg,372,501507,118330,data/images/netta_rufina/cropped/190619461.jpg,4998.3
989,16,190619451,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,4.0,data/images/netta_rufina/original/190619451.jpg,372,501507,118330,data/images/netta_rufina/cropped/190619451.jpg,2592.44
990,17,190619441,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/netta_rufina/original/190619441.jpg,372,501507,118330,data/images/netta_rufina/cropped/190619441.jpg,2905.32
991,19,190619411,Netta rufina,2019-11-30,11,Port des Eaux-Vives et Baby-plage,46.2092,6.1624,3.0,data/images/netta_rufina/original/190619411.jpg,372,501507,118330,data/images/netta_rufina/cropped/190619411.jpg,2983.7
992,20,190176921,Netta rufina,2019-11-27,11,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/190176921.jpg,372,500907,118451,data/images/netta_rufina/cropped/190176921.jpg,1523.28
993,21,187814911,Netta rufina,2011-07-21,7,Lucern,47.0543,8.3139,0.0,data/images/netta_rufina/original/187814911.jpg,434,666501,211845,data/images/netta_rufina/cropped/187814911.jpg,2758.9
994,22,187814901,Netta rufina,2011-07-21,7,Lucern,47.0543,8.3139,0.0,data/images/netta_rufina/original/187814901.jpg,434,666501,211845,data/images/netta_rufina/cropped/187814901.jpg,2956.79
995,23,187603881,Netta rufina,2019-11-13,11,"CH-Lucerne-Haldenstrasse 36-40 (47.0547,8.3319)",47.0547,8.3319,0.0,data/images/netta_rufina/original/187603881.jpg,440,667868,211905,data/images/netta_rufina/cropped/187603881.jpg,1786.2
996,24,187125121,Netta rufina,2019-05-04,5,Fanel--Inseln und Lagunen,46.9812,7.041,0.0,data/images/netta_rufina/original/187125121.jpg,430,569747,203425,data/images/netta_rufina/cropped/187125121.jpg,1713.24
997,25,184351961,Netta rufina,2009-06-19,6,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/netta_rufina/original/184351961.jpg,434,665988,211495,data/images/netta_rufina/cropped/184351961.jpg,953.68
998,26,184351951,Netta rufina,2009-06-19,6,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/netta_rufina/original/184351951.jpg,434,665988,211495,data/images/netta_rufina/cropped/184351951.jpg,575.87
999,27,184351931,Netta rufina,2009-06-19,6,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,0.0,data/images/netta_rufina/original/184351931.jpg,434,665988,211495,data/images/netta_rufina/cropped/184351931.jpg,585.85
1000,28,182291311,Netta rufina,2019-10-14,10,Rade de Genève (Geneva Bay),46.2111,6.1597,3.0,data/images/netta_rufina/original/182291311.jpg,372,501302,118545,data/images/netta_rufina/cropped/182291311.jpg,1678.36
1001,29,181493591,Netta rufina,2019-09-19,9,Arboretum Zürich,47.3628,8.5363,3.0,data/images/netta_rufina/original/181493591.jpg,406,682918,246352,data/images/netta_rufina/cropped/181493591.jpg,1867.64
1002,30,179876551,Netta rufina,2019-09-30,9,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/netta_rufina/original/179876551.jpg,318,659782,270592,data/images/netta_rufina/cropped/179876551.jpg,1843.0
1003,31,179876541,Netta rufina,2019-09-30,9,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/netta_rufina/original/179876541.jpg,318,659782,270592,data/images/netta_rufina/cropped/179876541.jpg,1095.94
1004,32,179876531,Netta rufina,2019-09-30,9,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/netta_rufina/original/179876531.jpg,318,659782,270592,data/images/netta_rufina/cropped/179876531.jpg,1156.64
1005,33,179876521,Netta rufina,2019-09-30,9,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/netta_rufina/original/179876521.jpg,318,659782,270592,data/images/netta_rufina/cropped/179876521.jpg,654.77
1006,34,177045031,Netta rufina,2019-09-14,9,"CH-Geneva-Rue de Fribourg 16 (46.2113,6.1457)",46.2282,6.1001,0.0,data/images/netta_rufina/original/177045031.jpg,423,496735,120522,data/images/netta_rufina/cropped/177045031.jpg,226.0
1007,35,177032771,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/177032771.jpg,261,620719,265311,data/images/netta_rufina/cropped/177032771.jpg,1464.78
1008,36,177032751,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/177032751.jpg,261,620719,265311,data/images/netta_rufina/cropped/177032751.jpg,1228.32
1009,37,177032631,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/177032631.jpg,261,620719,265311,data/images/netta_rufina/cropped/177032631.jpg,562.87
1010,39,173720781,Netta rufina,2019-08-19,8,Luzern--Inseli Park,47.0494,8.3142,3.0,data/images/netta_rufina/original/173720781.jpg,434,666530,211301,data/images/netta_rufina/cropped/173720781.jpg,541.92
1011,41,173057241,Netta rufina,2018-02-24,2,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/173057241.jpg,408,683281,247925,data/images/netta_rufina/cropped/173057241.jpg,2234.65
1012,42,173056941,Netta rufina,2018-02-24,2,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/netta_rufina/original/173056941.jpg,408,683281,247925,data/images/netta_rufina/cropped/173056941.jpg,2528.54
1013,43,173056931,Netta rufina,2018-02-24,2,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/netta_rufina/original/173056931.jpg,408,683281,247925,data/images/netta_rufina/cropped/173056931.jpg,3955.66
1014,44,172525271,Netta rufina,2012-03-09,3,Jetée et Port des Pâquis,46.2102,6.1546,0.0,data/images/netta_rufina/original/172525271.jpg,372,500907,118451,data/images/netta_rufina/cropped/172525271.jpg,580.02
1015,45,172495021,Netta rufina,2019-08-14,8,Klingnauer Stausee,47.5833,8.2333,3.0,data/images/netta_rufina/original/172495021.jpg,318,659782,270592,data/images/netta_rufina/cropped/172495021.jpg,1950.64
1016,46,171715651,Netta rufina,2019-07-25,7,Les Grangettes--Lagune des Saviez,46.3947,6.9170000000000025,4.0,data/images/netta_rufina/original/171715651.jpg,372,559878,138283,data/images/netta_rufina/cropped/171715651.jpg,1774.01
1017,47,171715641,Netta rufina,2019-07-25,7,Les Grangettes--Lagune des Saviez,46.3947,6.9170000000000025,0.0,data/images/netta_rufina/original/171715641.jpg,372,559878,138283,data/images/netta_rufina/cropped/171715641.jpg,1580.35
1018,48,170975761,Netta rufina,2015-10-26,10,Klingnauer Stausee,47.5833,8.2333,0.0,data/images/netta_rufina/original/170975761.jpg,318,659782,270592,data/images/netta_rufina/cropped/170975761.jpg,784.47
1019,49,170498891,Netta rufina,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/netta_rufina/original/170498891.jpg,372,499993,117810,data/images/netta_rufina/cropped/170498891.jpg,1379.43
1020,50,170498871,Netta rufina,2019-06-29,6,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/netta_rufina/original/170498871.jpg,372,499993,117810,data/images/netta_rufina/cropped/170498871.jpg,1599.54
1021,51,170202611,Netta rufina,2019-07-18,7,"Bahnhof, Flüelen, Uri, CH",46.9019,8.6229,0.0,data/images/netta_rufina/original/170202611.jpg,434,690233,195213,data/images/netta_rufina/cropped/170202611.jpg,2734.22
1022,52,170201371,Netta rufina,2019-07-18,7,"Bahnhof, Flüelen, Uri, CH",46.9019,8.6229,0.0,data/images/netta_rufina/original/170201371.jpg,434,690233,195213,data/images/netta_rufina/cropped/170201371.jpg,1606.71
1023,53,169988911,Netta rufina,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,4.0,data/images/netta_rufina/original/169988911.jpg,435,666157,211374,data/images/netta_rufina/cropped/169988911.jpg,3664.19
1024,54,169988901,Netta rufina,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,3.7142857142857135,data/images/netta_rufina/original/169988901.jpg,435,666157,211374,data/images/netta_rufina/cropped/169988901.jpg,1048.86
1025,55,169988891,Netta rufina,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,5.0,data/images/netta_rufina/original/169988891.jpg,435,666157,211374,data/images/netta_rufina/cropped/169988891.jpg,478.19
1026,56,169988881,Netta rufina,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,5.0,data/images/netta_rufina/original/169988881.jpg,435,666157,211374,data/images/netta_rufina/cropped/169988881.jpg,825.83
1027,57,169984751,Netta rufina,2019-03-10,3,"Hauptstrasse 170, Brienz CH-Bern (46.7546,8.0428)",46.7546,8.0428,3.0,data/images/netta_rufina/original/169984751.jpg,605,646160,178334,data/images/netta_rufina/cropped/169984751.jpg,741.83
1028,58,169924841,Netta rufina,2019-07-25,7,Seefeldquai,47.3626,8.5468,0.0,data/images/netta_rufina/original/169924841.jpg,407,683712,246341,data/images/netta_rufina/cropped/169924841.jpg,456.52
1029,59,168903091,Netta rufina,2019-05-18,5,Luzern Stadt (City of Lucerne),47.0501,8.3093,0.0,data/images/netta_rufina/original/168903091.jpg,435,666157,211374,data/images/netta_rufina/cropped/168903091.jpg,1003.44
1030,62,168566071,Netta rufina,2019-07-13,7,"Waterfront, Zurich",47.3665,8.5386,3.0,data/images/netta_rufina/original/168566071.jpg,407,683086,246766,data/images/netta_rufina/cropped/168566071.jpg,3017.91
1031,63,168566061,Netta rufina,2019-07-13,7,"Waterfront, Zurich",47.3665,8.5386,3.0,data/images/netta_rufina/original/168566061.jpg,407,683086,246766,data/images/netta_rufina/cropped/168566061.jpg,2013.74
1032,64,168542311,Netta rufina,2014-04-29,4,La Neuveville,47.0615,7.0936,0.0,data/images/netta_rufina/original/168542311.jpg,430,573788,212333,data/images/netta_rufina/cropped/168542311.jpg,719.58
1033,65,168541821,Netta rufina,2014-04-29,4,Ipsach--Erlenwäldli,47.1226,7.229,0.0,data/images/netta_rufina/original/168541821.jpg,429,584093,219090,data/images/netta_rufina/cropped/168541821.jpg,445.63
1034,67,166891601,Netta rufina,2019-06-28,6,Lake Lucerne,46.9823,8.3314,0.0,data/images/netta_rufina/original/166891601.jpg,434,667922,203856,data/images/netta_rufina/cropped/166891601.jpg,1299.85
1035,68,166891571,Netta rufina,2019-06-28,6,Lake Lucerne,46.9823,8.3314,0.0,data/images/netta_rufina/original/166891571.jpg,434,667922,203856,data/images/netta_rufina/cropped/166891571.jpg,1675.84
1036,69,166553471,Netta rufina,2019-07-01,7,Jardin Anglais,46.2042,6.152,0.0,data/images/netta_rufina/original/166553471.jpg,373,500695,117788,data/images/netta_rufina/cropped/166553471.jpg,3683.72
1037,70,166461851,Netta rufina,2019-05-26,5,Ville de Montreux,46.4312,6.9109,0.0,data/images/netta_rufina/original/166461851.jpg,379,559436,142343,data/images/netta_rufina/cropped/166461851.jpg,497.71
1038,71,166461841,Netta rufina,2019-05-26,5,Ville de Montreux,46.4312,6.9109,0.0,data/images/netta_rufina/original/166461841.jpg,379,559436,142343,data/images/netta_rufina/cropped/166461841.jpg,320.65
1039,72,166461791,Netta rufina,2019-05-26,5,Ville de Montreux,46.4312,6.9109,0.0,data/images/netta_rufina/original/166461791.jpg,379,559436,142343,data/images/netta_rufina/cropped/166461791.jpg,576.1
1040,73,166404531,Netta rufina,2013-05-28,5,Schadau,46.7458,7.6374,0.0,data/images/netta_rufina/original/166404531.jpg,558,615189,177198,data/images/netta_rufina/cropped/166404531.jpg,1663.3
1041,74,166383741,Netta rufina,2013-05-19,5,Spiez Bucht,46.6877,7.6883,0.0,data/images/netta_rufina/original/166383741.jpg,558,619099,170750,data/images/netta_rufina/cropped/166383741.jpg,3051.35
1042,75,166374121,Netta rufina,2013-05-16,5,Zürich Quaibrücke,47.3675,8.543,0.0,data/images/netta_rufina/original/166374121.jpg,406,683417,246882,data/images/netta_rufina/cropped/166374121.jpg,655.69
1043,76,166374091,Netta rufina,2013-05-16,5,Zürich Quaibrücke,47.3675,8.543,0.0,data/images/netta_rufina/original/166374091.jpg,406,683417,246882,data/images/netta_rufina/cropped/166374091.jpg,572.65
1044,77,165594721,Netta rufina,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/netta_rufina/original/165594721.jpg,407,683712,246341,data/images/netta_rufina/cropped/165594721.jpg,1928.33
1045,78,165594711,Netta rufina,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/netta_rufina/original/165594711.jpg,407,683712,246341,data/images/netta_rufina/cropped/165594711.jpg,884.07
1046,79,165594701,Netta rufina,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/netta_rufina/original/165594701.jpg,407,683712,246341,data/images/netta_rufina/cropped/165594701.jpg,790.85
1047,81,164306001,Netta rufina,2019-06-10,6,Grindelwald,46.6242,8.0417,0.0,data/images/netta_rufina/original/164306001.jpg,1048,646188,163838,data/images/netta_rufina/cropped/164306001.jpg,2952.25
1048,82,164305991,Netta rufina,2019-06-10,6,Grindelwald,46.6242,8.0417,0.0,data/images/netta_rufina/original/164305991.jpg,1048,646188,163838,data/images/netta_rufina/cropped/164305991.jpg,1697.35
1049,83,163885661,Netta rufina,2019-06-11,6,"CH-Zürich-Bahnhofbrücke 1 (47.3767,8.5426)",47.3767,8.5426,0.0,data/images/netta_rufina/original/163885661.jpg,409,683372,247904,data/images/netta_rufina/cropped/163885661.jpg,8577.99
1050,84,163885651,Netta rufina,2019-06-11,6,"CH-Zürich-Bahnhofbrücke 1 (47.3767,8.5426)",47.3767,8.5426,0.0,data/images/netta_rufina/original/163885651.jpg,409,683372,247904,data/images/netta_rufina/cropped/163885651.jpg,3083.19
1051,85,161018741,Netta rufina,2019-05-21,5,Schadau,46.7458,7.6374,5.0,data/images/netta_rufina/original/161018741.jpg,558,615189,177198,data/images/netta_rufina/cropped/161018741.jpg,746.88
1052,86,161018681,Netta rufina,2019-05-21,5,Schadau,46.7458,7.6374,5.0,data/images/netta_rufina/original/161018681.jpg,558,615189,177198,data/images/netta_rufina/cropped/161018681.jpg,1168.2
1053,87,161018621,Netta rufina,2019-05-21,5,Schadau,46.7458,7.6374,5.0,data/images/netta_rufina/original/161018621.jpg,558,615189,177198,data/images/netta_rufina/cropped/161018621.jpg,1586.28
1054,88,160286631,Netta rufina,2019-05-22,5,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/160286631.jpg,372,500907,118451,data/images/netta_rufina/cropped/160286631.jpg,433.89
1055,89,159805761,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/159805761.jpg,261,620719,265311,data/images/netta_rufina/cropped/159805761.jpg,1415.93
1056,90,159804991,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/159804991.jpg,261,620719,265311,data/images/netta_rufina/cropped/159804991.jpg,741.74
1057,91,159804941,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/159804941.jpg,261,620719,265311,data/images/netta_rufina/cropped/159804941.jpg,1441.18
1058,92,159804831,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/159804831.jpg,261,620719,265311,data/images/netta_rufina/cropped/159804831.jpg,1438.52
1059,93,159804811,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/159804811.jpg,261,620719,265311,data/images/netta_rufina/cropped/159804811.jpg,600.78
1060,94,155725841,Netta rufina,2019-04-21,4,Île de Préverenges,46.5074,6.5355,5.0,data/images/netta_rufina/original/155725841.jpg,372,530681,151077,data/images/netta_rufina/cropped/155725841.jpg,884.37
1061,95,155093561,Netta rufina,2019-04-17,4,"Chollermüli, Zug",47.1778,8.4872,5.0,data/images/netta_rufina/original/155093561.jpg,415,679484,225735,data/images/netta_rufina/cropped/155093561.jpg,568.5
1062,96,154353831,Netta rufina,2019-04-28,4,Île de Préverenges,46.5074,6.5355,4.0,data/images/netta_rufina/original/154353831.jpg,372,530681,151077,data/images/netta_rufina/cropped/154353831.jpg,423.06
1063,97,152500441,Netta rufina,2019-03-28,3,Île de Préverenges,46.5074,6.5355,5.0,data/images/netta_rufina/original/152500441.jpg,372,530681,151077,data/images/netta_rufina/cropped/152500441.jpg,1456.35
1064,98,150711461,Netta rufina,2019-04-12,4,Port Choiseul,46.2879,6.1719,5.0,data/images/netta_rufina/original/150711461.jpg,372,502381,127066,data/images/netta_rufina/cropped/150711461.jpg,453.5
1065,99,150711451,Netta rufina,2019-04-12,4,Port Choiseul,46.2879,6.1719,5.0,data/images/netta_rufina/original/150711451.jpg,372,502381,127066,data/images/netta_rufina/cropped/150711451.jpg,256.61
1066,100,149933441,Netta rufina,2019-04-07,4,Zurich public pier,47.3662,8.5422,0.0,data/images/netta_rufina/original/149933441.jpg,406,683359,246737,data/images/netta_rufina/cropped/149933441.jpg,622.44
1067,101,149721581,Netta rufina,2013-03-10,3,urich,47.3704,8.5433,0.0,data/images/netta_rufina/original/149721581.jpg,408,683435,247205,data/images/netta_rufina/cropped/149721581.jpg,807.22
1068,102,149354381,Netta rufina,2015-04-02,4,Ouchy,46.5057,6.6273,0.0,data/images/netta_rufina/original/149354381.jpg,372,537725,150811,data/images/netta_rufina/cropped/149354381.jpg,1282.0
1069,103,149354271,Netta rufina,2015-04-02,4,Ouchy,46.5057,6.6273,0.0,data/images/netta_rufina/original/149354271.jpg,372,537725,150811,data/images/netta_rufina/cropped/149354271.jpg,921.26
1070,104,149157291,Netta rufina,2019-03-23,3,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/149157291.jpg,408,683281,247925,data/images/netta_rufina/cropped/149157291.jpg,576.75
1071,105,148478501,Netta rufina,2019-04-01,4,Île de Préverenges,46.5074,6.5355,0.0,data/images/netta_rufina/original/148478501.jpg,372,530681,151077,data/images/netta_rufina/cropped/148478501.jpg,1082.87
1072,108,148047771,Netta rufina,2019-03-29,3,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/netta_rufina/original/148047771.jpg,318,659782,270592,data/images/netta_rufina/cropped/148047771.jpg,819.24
