Unnamed: 0,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage
126,138655201,Netta rufina,2019-01-18,1,Port de Neuchâtel,46.9903,6.9354,4.0,data/images/netta_rufina/original/138655201.jpg,429,561719,204483,data/images/netta_rufina/cropped/138655201.jpg
127,138655101,Netta rufina,2019-01-18,1,Port de Neuchâtel,46.9903,6.9354,4.0,data/images/netta_rufina/original/138655101.jpg,429,561719,204483,data/images/netta_rufina/cropped/138655101.jpg
128,138576611,Netta rufina,2019-01-18,1,Estavayer-le-Lac--Port,46.8523,6.8384,3.0,data/images/netta_rufina/original/138576611.jpg,429,554223,189194,data/images/netta_rufina/cropped/138576611.jpg
129,138576601,Netta rufina,2019-01-18,1,Estavayer-le-Lac--Port,46.8523,6.8384,3.0,data/images/netta_rufina/original/138576601.jpg,429,554223,189194,data/images/netta_rufina/cropped/138576601.jpg
130,138440971,Netta rufina,2019-01-18,1,Estavayer-le-Lac--Port,46.8523,6.8384,3.0,data/images/netta_rufina/original/138440971.jpg,429,554223,189194,data/images/netta_rufina/cropped/138440971.jpg
131,136721871,Netta rufina,1998-12-26,12,Hünegg Parking Area,46.7378,7.6538,4.0,data/images/netta_rufina/original/136721871.jpg,558,616445,176312,data/images/netta_rufina/cropped/136721871.jpg
133,131304511,Netta rufina,2016-05-29,5,Weggis,47.0316,8.4327,4.0,data/images/netta_rufina/original/131304511.jpg,434,675559,209429,data/images/netta_rufina/cropped/131304511.jpg
134,131304471,Netta rufina,2016-05-29,5,Weggis,47.0316,8.4327,3.0,data/images/netta_rufina/original/131304471.jpg,434,675559,209429,data/images/netta_rufina/cropped/131304471.jpg
135,130087191,Netta rufina,2015-05-21,5,Zürisee - North End,47.3632,8.541,3.0,data/images/netta_rufina/original/130087191.jpg,406,683273,246402,data/images/netta_rufina/cropped/130087191.jpg
136,127044741,Netta rufina,2014-05-10,5,Jona Stampf,47.2148,8.8441,3.0,data/images/netta_rufina/original/127044741.jpg,406,706462,230271,data/images/netta_rufina/cropped/127044741.jpg
137,127043641,Netta rufina,2014-05-04,5,Oetwil an der Limmat,47.4226,8.4031,3.0,data/images/netta_rufina/original/127043641.jpg,383,672775,252868,data/images/netta_rufina/cropped/127043641.jpg
138,127043121,Netta rufina,2014-05-01,5,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/netta_rufina/original/127043121.jpg,318,659782,270592,data/images/netta_rufina/cropped/127043121.jpg
139,127042681,Netta rufina,2014-04-29,4,Oetwil an der Limmat,47.4226,8.4031,3.0,data/images/netta_rufina/original/127042681.jpg,383,672775,252868,data/images/netta_rufina/cropped/127042681.jpg
140,126609251,Netta rufina,2018-11-28,11,Luzern--Ufschötti,47.0463,8.3212,4.0,data/images/netta_rufina/original/126609251.jpg,434,667066,210962,data/images/netta_rufina/cropped/126609251.jpg
141,125530581,Netta rufina,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,4.0,data/images/netta_rufina/original/125530581.jpg,396,754797,260774,data/images/netta_rufina/cropped/125530581.jpg
142,125530571,Netta rufina,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/netta_rufina/original/125530571.jpg,396,754797,260774,data/images/netta_rufina/cropped/125530571.jpg
143,125526311,Netta rufina,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.5,data/images/netta_rufina/original/125526311.jpg,396,731552,279384,data/images/netta_rufina/cropped/125526311.jpg
144,125526291,Netta rufina,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.0,data/images/netta_rufina/original/125526291.jpg,396,731552,279384,data/images/netta_rufina/cropped/125526291.jpg
145,125211121,Netta rufina,2018-11-13,11,Ville de Genève (City of Geneva),46.2043,6.1429,4.0,data/images/netta_rufina/original/125211121.jpg,372,499993,117810,data/images/netta_rufina/cropped/125211121.jpg
146,125211111,Netta rufina,2018-11-13,11,Ville de Genève (City of Geneva),46.2043,6.1429,5.0,data/images/netta_rufina/original/125211111.jpg,372,499993,117810,data/images/netta_rufina/cropped/125211111.jpg
147,124130701,Netta rufina,2018-11-17,11,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.5,data/images/netta_rufina/original/124130701.jpg,434,665988,211495,data/images/netta_rufina/cropped/124130701.jpg
148,118965581,Netta rufina,2013-06-28,6,Lake of Lucerne,47.0532,8.316,4.0,data/images/netta_rufina/original/118965581.jpg,434,666662,211725,data/images/netta_rufina/cropped/118965581.jpg
149,114926991,Netta rufina,2011-03-07,3,Staad--Speck,47.483000000000004,9.5357,4.0,data/images/netta_rufina/original/114926991.jpg,396,758042,261249,data/images/netta_rufina/cropped/114926991.jpg
150,114926981,Netta rufina,2011-03-07,3,Staad--Speck,47.483000000000004,9.5357,3.0,data/images/netta_rufina/original/114926981.jpg,396,758042,261249,data/images/netta_rufina/cropped/114926981.jpg
151,114926971,Netta rufina,2011-03-07,3,Staad--Speck,47.483000000000004,9.5357,3.0,data/images/netta_rufina/original/114926971.jpg,396,758042,261249,data/images/netta_rufina/cropped/114926971.jpg
153,114926931,Netta rufina,2011-03-07,3,Staad--Speck,47.483000000000004,9.5357,3.0,data/images/netta_rufina/original/114926931.jpg,396,758042,261249,data/images/netta_rufina/cropped/114926931.jpg
154,114793381,Netta rufina,2008-07-02,7,Zürich Stadt (City of Zurich),47.3769,8.5414,5.0,data/images/netta_rufina/original/114793381.jpg,408,683281,247925,data/images/netta_rufina/cropped/114793381.jpg
155,114793101,Netta rufina,2008-07-02,7,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/114793101.jpg,408,683281,247925,data/images/netta_rufina/cropped/114793101.jpg
156,114713441,Netta rufina,2017-05-02,5,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/netta_rufina/original/114713441.jpg,408,683281,247925,data/images/netta_rufina/cropped/114713441.jpg
158,112470021,Netta rufina,2018-08-26,8,Cudrefin Camping,46.9641,7.0278,3.0,data/images/netta_rufina/original/112470021.jpg,430,568733,201529,data/images/netta_rufina/cropped/112470021.jpg
161,111817561,Netta rufina,2018-04-17,4,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/111817561.jpg,408,683281,247925,data/images/netta_rufina/cropped/111817561.jpg
162,111817421,Netta rufina,2018-04-17,4,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/111817421.jpg,408,683281,247925,data/images/netta_rufina/cropped/111817421.jpg
164,111011591,Netta rufina,2014-07-21,7,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/netta_rufina/original/111011591.jpg,434,665988,211495,data/images/netta_rufina/cropped/111011591.jpg
165,111011581,Netta rufina,2014-07-21,7,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,4.0,data/images/netta_rufina/original/111011581.jpg,434,665988,211495,data/images/netta_rufina/cropped/111011581.jpg
166,107264761,Netta rufina,2018-07-05,7,Luzern--Ufschötti,47.0463,8.3212,3.0,data/images/netta_rufina/original/107264761.jpg,434,667066,210962,data/images/netta_rufina/cropped/107264761.jpg
167,107264421,Netta rufina,2018-07-05,7,Luzern--Ufschötti,47.0463,8.3212,3.0,data/images/netta_rufina/original/107264421.jpg,434,667066,210962,data/images/netta_rufina/cropped/107264421.jpg
168,107264411,Netta rufina,2018-07-05,7,Luzern--Ufschötti,47.0463,8.3212,4.666666666666667,data/images/netta_rufina/original/107264411.jpg,434,667066,210962,data/images/netta_rufina/cropped/107264411.jpg
169,107264391,Netta rufina,2018-07-05,7,Luzern--Ufschötti,47.0463,8.3212,3.0,data/images/netta_rufina/original/107264391.jpg,434,667066,210962,data/images/netta_rufina/cropped/107264391.jpg
170,106848431,Netta rufina,2018-06-24,6,Arboretum Zürich,47.3628,8.5363,3.0,data/images/netta_rufina/original/106848431.jpg,406,682918,246352,data/images/netta_rufina/cropped/106848431.jpg
172,105566671,Netta rufina,2018-06-09,6,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/105566671.jpg,372,500907,118451,data/images/netta_rufina/cropped/105566671.jpg
173,105566661,Netta rufina,2018-06-09,6,Jetée et Port des Pâquis,46.2102,6.1546,3.0,data/images/netta_rufina/original/105566661.jpg,372,500907,118451,data/images/netta_rufina/cropped/105566661.jpg
175,105013001,Netta rufina,2018-02-04,2,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/105013001.jpg,372,500907,118451,data/images/netta_rufina/cropped/105013001.jpg
176,105012981,Netta rufina,2018-02-04,2,Jetée et Port des Pâquis,46.2102,6.1546,3.0,data/images/netta_rufina/original/105012981.jpg,372,500907,118451,data/images/netta_rufina/cropped/105012981.jpg
180,102973181,Netta rufina,2018-05-03,5,Luzern--Inseli Park,47.0494,8.3142,3.0,data/images/netta_rufina/original/102973181.jpg,434,666530,211301,data/images/netta_rufina/cropped/102973181.jpg
183,95847561,Netta rufina,2018-04-22,4,Port de Céligny,46.348,6.2087,5.0,data/images/netta_rufina/original/95847561.jpg,372,505322,133701,data/images/netta_rufina/cropped/95847561.jpg
184,93383061,Netta rufina,2015-06-26,6,Montreux beside Lake Geneva,46.4268,6.9215,3.0,data/images/netta_rufina/original/93383061.jpg,372,560248,141849,data/images/netta_rufina/cropped/93383061.jpg
185,89744511,Netta rufina,2018-03-14,3,Jona Stampf,47.2148,8.8441,4.666666666666667,data/images/netta_rufina/original/89744511.jpg,406,706462,230271,data/images/netta_rufina/cropped/89744511.jpg
186,89744501,Netta rufina,2018-03-14,3,Jona Stampf,47.2148,8.8441,4.2222222222222205,data/images/netta_rufina/original/89744501.jpg,406,706462,230271,data/images/netta_rufina/cropped/89744501.jpg
189,88467011,Netta rufina,2014-06-04,6,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/netta_rufina/original/88467011.jpg,434,665988,211495,data/images/netta_rufina/cropped/88467011.jpg
194,87393041,Netta rufina,2018-02-25,2,Plage d'Yverdon,46.7845,6.6545,3.0,data/images/netta_rufina/original/87393041.jpg,429,540123,181781,data/images/netta_rufina/cropped/87393041.jpg
195,84360031,Netta rufina,2018-01-26,1,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/netta_rufina/original/84360031.jpg,434,665988,211495,data/images/netta_rufina/cropped/84360031.jpg
196,80977091,Netta rufina,2018-01-07,1,Founex,46.331,6.1921,3.0,data/images/netta_rufina/original/80977091.jpg,400,504014,131832,data/images/netta_rufina/cropped/80977091.jpg
197,80977081,Netta rufina,2018-01-07,1,Founex,46.331,6.1921,3.0,data/images/netta_rufina/original/80977081.jpg,400,504014,131832,data/images/netta_rufina/cropped/80977081.jpg
198,78899581,Netta rufina,2017-12-21,12,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/netta_rufina/original/78899581.jpg,406,704027,230873,data/images/netta_rufina/cropped/78899581.jpg
199,73532231,Netta rufina,2017-10-29,10,Barrage de Verbois,46.1929,6.0282,3.0,data/images/netta_rufina/original/73532231.jpg,347,491118,116696,data/images/netta_rufina/cropped/73532231.jpg
200,73532221,Netta rufina,2017-10-29,10,Barrage de Verbois,46.1929,6.0282,3.0,data/images/netta_rufina/original/73532221.jpg,347,491118,116696,data/images/netta_rufina/cropped/73532221.jpg
202,73009711,Netta rufina,2017-10-25,10,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/73009711.jpg,372,500907,118451,data/images/netta_rufina/cropped/73009711.jpg
203,73009681,Netta rufina,2017-10-25,10,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/73009681.jpg,372,500907,118451,data/images/netta_rufina/cropped/73009681.jpg
204,71685441,Netta rufina,2017-09-28,9,Lucerne,47.051,8.3071,3.0,data/images/netta_rufina/original/71685441.jpg,434,665989,211473,data/images/netta_rufina/cropped/71685441.jpg
205,70813061,Netta rufina,2017-06-06,6,Geneva,46.2242,6.1511,3.0,data/images/netta_rufina/original/70813061.jpg,374,500662,120012,data/images/netta_rufina/cropped/70813061.jpg
206,70431461,Netta rufina,2017-09-30,9,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/netta_rufina/original/70431461.jpg,372,499993,117810,data/images/netta_rufina/cropped/70431461.jpg
207,70084661,Netta rufina,2017-09-23,9,Konstanz--State Park Stadtgarten,47.6609,9.1782,3.5,data/images/netta_rufina/original/70084661.jpg,398,730666,280366,data/images/netta_rufina/cropped/70084661.jpg
208,68765291,Netta rufina,2016-05-16,5,Les Grangettes (general area),46.3913,6.8971,4.0,data/images/netta_rufina/original/68765291.jpg,373,558345,137915,data/images/netta_rufina/cropped/68765291.jpg
211,67024151,Netta rufina,2014-02-23,2,Port de Portalban,46.9243,6.955,4.0,data/images/netta_rufina/original/67024151.jpg,429,563165,197137,data/images/netta_rufina/cropped/67024151.jpg
212,67024141,Netta rufina,2014-02-23,2,Port de Portalban,46.9243,6.955,4.0,data/images/netta_rufina/original/67024141.jpg,429,563165,197137,data/images/netta_rufina/cropped/67024141.jpg
213,66966321,Netta rufina,2014-10-20,10,Port et Canal de Gletterens,46.9082,6.9285,3.0,data/images/netta_rufina/original/66966321.jpg,429,561135,195360,data/images/netta_rufina/cropped/66966321.jpg
214,66947551,Netta rufina,2015-04-15,4,Port et Canal de Gletterens,46.9082,6.9285,4.0,data/images/netta_rufina/original/66947551.jpg,429,561135,195360,data/images/netta_rufina/cropped/66947551.jpg
215,66947541,Netta rufina,2015-04-15,4,Port et Canal de Gletterens,46.9082,6.9285,3.0,data/images/netta_rufina/original/66947541.jpg,429,561135,195360,data/images/netta_rufina/cropped/66947541.jpg
216,66821851,Netta rufina,2015-11-21,11,Estavayer-le-Lac - port,46.8521,6.8389,3.5,data/images/netta_rufina/original/66821851.jpg,429,554261,189172,data/images/netta_rufina/cropped/66821851.jpg
217,66821841,Netta rufina,2015-11-21,11,Estavayer-le-Lac - port,46.8521,6.8389,4.5,data/images/netta_rufina/original/66821841.jpg,429,554261,189172,data/images/netta_rufina/cropped/66821841.jpg
218,66821711,Netta rufina,2015-11-22,11,Estavayer-le-Lac - port,46.8521,6.8389,4.266666666666667,data/images/netta_rufina/original/66821711.jpg,429,554261,189172,data/images/netta_rufina/cropped/66821711.jpg
219,66821701,Netta rufina,2015-11-22,11,Estavayer-le-Lac - port,46.8521,6.8389,4.0,data/images/netta_rufina/original/66821701.jpg,429,554261,189172,data/images/netta_rufina/cropped/66821701.jpg
220,66821691,Netta rufina,2015-11-22,11,Estavayer-le-Lac - port,46.8521,6.8389,3.0,data/images/netta_rufina/original/66821691.jpg,429,554261,189172,data/images/netta_rufina/cropped/66821691.jpg
225,62584111,Netta rufina,2017-07-04,7,Port et bord du lac de Lutry,46.5018,6.6827,3.5,data/images/netta_rufina/original/62584111.jpg,374,541973,150335,data/images/netta_rufina/cropped/62584111.jpg
227,61690251,Netta rufina,2015-05-12,5,Unterseen,46.684,7.8508,3.5,data/images/netta_rufina/original/61690251.jpg,563,631532,170391,data/images/netta_rufina/cropped/61690251.jpg
228,61223271,Netta rufina,2017-06-10,6,Rade de Genève (Geneva Bay),46.2111,6.1597,3.0,data/images/netta_rufina/original/61223271.jpg,372,501302,118545,data/images/netta_rufina/cropped/61223271.jpg
229,61223241,Netta rufina,2017-06-10,6,Rade de Genève (Geneva Bay),46.2111,6.1597,4.5,data/images/netta_rufina/original/61223241.jpg,372,501302,118545,data/images/netta_rufina/cropped/61223241.jpg
231,61030971,Netta rufina,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.0,data/images/netta_rufina/original/61030971.jpg,396,731552,279384,data/images/netta_rufina/cropped/61030971.jpg
232,61030761,Netta rufina,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.0,data/images/netta_rufina/original/61030761.jpg,396,731552,279384,data/images/netta_rufina/cropped/61030761.jpg
233,61030671,Netta rufina,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.0,data/images/netta_rufina/original/61030671.jpg,396,731552,279384,data/images/netta_rufina/cropped/61030671.jpg
234,61027801,Netta rufina,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/netta_rufina/original/61027801.jpg,396,754797,260774,data/images/netta_rufina/cropped/61027801.jpg
235,61027521,Netta rufina,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/netta_rufina/original/61027521.jpg,396,754797,260774,data/images/netta_rufina/cropped/61027521.jpg
236,61027471,Netta rufina,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/netta_rufina/original/61027471.jpg,396,754797,260774,data/images/netta_rufina/cropped/61027471.jpg
237,60894151,Netta rufina,2014-10-11,10,Jetée et Port des Pâquis,46.2102,6.1546,4.5,data/images/netta_rufina/original/60894151.jpg,372,500907,118451,data/images/netta_rufina/cropped/60894151.jpg
238,60894141,Netta rufina,2014-10-11,10,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/60894141.jpg,372,500907,118451,data/images/netta_rufina/cropped/60894141.jpg
242,60009471,Netta rufina,2017-06-01,6,Île de Préverenges,46.5074,6.5355,3.0,data/images/netta_rufina/original/60009471.jpg,372,530681,151077,data/images/netta_rufina/cropped/60009471.jpg
244,54810571,Netta rufina,2017-04-17,4,Île de Préverenges,46.5074,6.5355,4.0,data/images/netta_rufina/original/54810571.jpg,372,530681,151077,data/images/netta_rufina/cropped/54810571.jpg
245,54810551,Netta rufina,2017-04-17,4,Île de Préverenges,46.5074,6.5355,3.5,data/images/netta_rufina/original/54810551.jpg,372,530681,151077,data/images/netta_rufina/cropped/54810551.jpg
246,54810541,Netta rufina,2017-04-17,4,Île de Préverenges,46.5074,6.5355,4.0,data/images/netta_rufina/original/54810541.jpg,372,530681,151077,data/images/netta_rufina/cropped/54810541.jpg
248,54297121,Netta rufina,2016-06-19,6,Quaistrasse,47.0818,8.4362,3.0,data/images/netta_rufina/original/54297121.jpg,434,675754,215013,data/images/netta_rufina/cropped/54297121.jpg
249,54145641,Netta rufina,2017-04-11,4,Port de Céligny,46.348,6.2087,3.0,data/images/netta_rufina/original/54145641.jpg,372,505322,133701,data/images/netta_rufina/cropped/54145641.jpg
250,54145621,Netta rufina,2017-04-11,4,Port de Céligny,46.348,6.2087,3.0,data/images/netta_rufina/original/54145621.jpg,372,505322,133701,data/images/netta_rufina/cropped/54145621.jpg
251,52637831,Netta rufina,2017-03-05,3,Seefeldquai,47.3626,8.5468,3.0,data/images/netta_rufina/original/52637831.jpg,407,683712,246341,data/images/netta_rufina/cropped/52637831.jpg
252,52637091,Netta rufina,2017-03-05,3,Seefeldquai,47.3626,8.5468,3.0,data/images/netta_rufina/original/52637091.jpg,407,683712,246341,data/images/netta_rufina/cropped/52637091.jpg
253,50931041,Netta rufina,2017-03-12,3,CH-Vaud-St-Sulpice ,46.5143,6.5721,3.0,data/images/netta_rufina/original/50931041.jpg,376,533499,151812,data/images/netta_rufina/cropped/50931041.jpg
254,48657911,Netta rufina,2017-02-14,2,Seefeldquai,47.3626,8.5468,4.0,data/images/netta_rufina/original/48657911.jpg,407,683712,246341,data/images/netta_rufina/cropped/48657911.jpg
257,48657881,Netta rufina,2017-02-14,2,Seefeldquai,47.3626,8.5468,3.0,data/images/netta_rufina/original/48657881.jpg,407,683712,246341,data/images/netta_rufina/cropped/48657881.jpg
258,48657871,Netta rufina,2017-02-14,2,Seefeldquai,47.3626,8.5468,3.0,data/images/netta_rufina/original/48657871.jpg,407,683712,246341,data/images/netta_rufina/cropped/48657871.jpg
259,47609391,Netta rufina,2017-02-05,2,Fanel--Chablais de Cudrefin,46.9777,7.037000000000001,3.0,data/images/netta_rufina/original/47609391.jpg,429,569441,203038,data/images/netta_rufina/cropped/47609391.jpg
260,46678951,Netta rufina,2017-01-27,1,Port des Pierrettes,46.5171,6.5778,3.0,data/images/netta_rufina/original/46678951.jpg,374,533939,152119,data/images/netta_rufina/cropped/46678951.jpg
262,46426961,Netta rufina,2017-01-24,1,Port des Pierrettes,46.5171,6.5778,4.0,data/images/netta_rufina/original/46426961.jpg,374,533939,152119,data/images/netta_rufina/cropped/46426961.jpg
263,45261821,Netta rufina,2006-02-01,2,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/netta_rufina/original/45261821.jpg,434,665988,211495,data/images/netta_rufina/cropped/45261821.jpg
265,43453001,Netta rufina,2010-12-20,12,Ouchy,46.5057,6.6273,3.0,data/images/netta_rufina/original/43453001.jpg,372,537725,150811,data/images/netta_rufina/cropped/43453001.jpg
266,40279691,Netta rufina,2009-03-24,3,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.6666666666666665,data/images/netta_rufina/original/40279691.jpg,434,665988,211495,data/images/netta_rufina/cropped/40279691.jpg
267,40161831,Netta rufina,2011-05-23,5,Lake Zurich--Northern end,47.3646,8.5448,3.0,data/images/netta_rufina/original/40161831.jpg,406,683557,246561,data/images/netta_rufina/cropped/40161831.jpg
268,40161821,Netta rufina,2011-05-23,5,Lake Zurich--Northern end,47.3646,8.5448,4.0,data/images/netta_rufina/original/40161821.jpg,406,683557,246561,data/images/netta_rufina/cropped/40161821.jpg
270,38453641,Netta rufina,2010-05-18,5,Geneva,46.2131,6.1441,3.0,data/images/netta_rufina/original/38453641.jpg,386,500102,118787,data/images/netta_rufina/cropped/38453641.jpg
271,38453261,Netta rufina,2010-05-18,5,Geneva,46.2131,6.1441,3.0,data/images/netta_rufina/original/38453261.jpg,386,500102,118787,data/images/netta_rufina/cropped/38453261.jpg
272,38453251,Netta rufina,2010-05-18,5,Geneva,46.2131,6.1441,3.5,data/images/netta_rufina/original/38453251.jpg,386,500102,118787,data/images/netta_rufina/cropped/38453251.jpg
273,38453181,Netta rufina,2010-05-18,5,Geneva,46.2131,6.1441,4.5,data/images/netta_rufina/original/38453181.jpg,386,500102,118787,data/images/netta_rufina/cropped/38453181.jpg
274,38453141,Netta rufina,2010-05-18,5,Geneva,46.2131,6.1441,3.5,data/images/netta_rufina/original/38453141.jpg,386,500102,118787,data/images/netta_rufina/cropped/38453141.jpg
275,38070711,Netta rufina,2009-06-17,6,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/38070711.jpg,408,683281,247925,data/images/netta_rufina/cropped/38070711.jpg
276,37743741,Netta rufina,2016-09-22,9,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/37743741.jpg,408,683281,247925,data/images/netta_rufina/cropped/37743741.jpg
277,36076381,Netta rufina,2016-09-24,9,Arboretum Zürich,47.3628,8.5363,3.0,data/images/netta_rufina/original/36076381.jpg,406,682918,246352,data/images/netta_rufina/cropped/36076381.jpg
278,35694281,Netta rufina,2016-03-26,3,West shore of Lake Lucerne from the river to the Wagner museum,47.0473,8.3202,3.333333333333333,data/images/netta_rufina/original/35694281.jpg,434,666989,211072,data/images/netta_rufina/cropped/35694281.jpg
281,32440361,Netta rufina,2016-06-22,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/netta_rufina/original/32440361.jpg,372,499993,117810,data/images/netta_rufina/cropped/32440361.jpg
282,32440351,Netta rufina,2016-06-22,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/netta_rufina/original/32440351.jpg,372,499993,117810,data/images/netta_rufina/cropped/32440351.jpg
283,32440331,Netta rufina,2016-06-22,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/netta_rufina/original/32440331.jpg,372,499993,117810,data/images/netta_rufina/cropped/32440331.jpg
284,32440321,Netta rufina,2016-06-22,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.5,data/images/netta_rufina/original/32440321.jpg,372,499993,117810,data/images/netta_rufina/cropped/32440321.jpg
285,32440311,Netta rufina,2016-06-22,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/netta_rufina/original/32440311.jpg,372,499993,117810,data/images/netta_rufina/cropped/32440311.jpg
286,32440301,Netta rufina,2016-06-22,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.5,data/images/netta_rufina/original/32440301.jpg,372,499993,117810,data/images/netta_rufina/cropped/32440301.jpg
287,32440281,Netta rufina,2016-06-22,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/netta_rufina/original/32440281.jpg,372,499993,117810,data/images/netta_rufina/cropped/32440281.jpg
288,32440251,Netta rufina,2016-06-22,6,Ville de Genève (City of Geneva),46.2043,6.1429,3.5,data/images/netta_rufina/original/32440251.jpg,372,499993,117810,data/images/netta_rufina/cropped/32440251.jpg
289,29631001,Netta rufina,2016-01-12,1,Jetée et Port des Pâquis,46.2102,6.1546,5.0,data/images/netta_rufina/original/29631001.jpg,372,500907,118451,data/images/netta_rufina/cropped/29631001.jpg
290,29630991,Netta rufina,2016-01-12,1,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/29630991.jpg,372,500907,118451,data/images/netta_rufina/cropped/29630991.jpg
291,28678171,Netta rufina,2016-03-26,3,West shore of Lake Lucerne from the river to the Wagner museum,47.0473,8.3202,4.0,data/images/netta_rufina/original/28678171.jpg,434,666989,211072,data/images/netta_rufina/cropped/28678171.jpg
293,25750661,Netta rufina,2016-03-10,3,CH-Nidwalden-Beckenried-Seestrasse 60-78 - 46.9641x8.4791,46.9641,8.4791,4.0,data/images/netta_rufina/original/25750661.jpg,434,679185,201972,data/images/netta_rufina/cropped/25750661.jpg
294,25750641,Netta rufina,2016-03-10,3,CH-Nidwalden-Beckenried-Seestrasse 60-78 - 46.9641x8.4791,46.9641,8.4791,4.0,data/images/netta_rufina/original/25750641.jpg,434,679185,201972,data/images/netta_rufina/cropped/25750641.jpg
295,25750631,Netta rufina,2016-03-10,3,CH-Nidwalden-Beckenried-Seestrasse 60-78 - 46.9641x8.4791,46.9641,8.4791,4.5,data/images/netta_rufina/original/25750631.jpg,434,679185,201972,data/images/netta_rufina/cropped/25750631.jpg
296,25747141,Netta rufina,2016-03-11,3,CH-Obwalden-Alpnach-Wichelseestrasse - 46.9226x8.2750,46.9226,8.275,4.5,data/images/netta_rufina/original/25747141.jpg,459,663702,197173,data/images/netta_rufina/cropped/25747141.jpg
297,25739401,Netta rufina,2016-03-11,3,CH-Obwalden-Alpnach-Wichelseestrasse - 46.9226x8.2750,46.9226,8.275,4.0,data/images/netta_rufina/original/25739401.jpg,459,663702,197173,data/images/netta_rufina/cropped/25739401.jpg
298,25334261,Netta rufina,2016-03-05,3,CH-Aargau-Baden-2 Brown Boveri Platz - 47.479x8.306,47.4786,8.306000000000001,3.0,data/images/netta_rufina/original/25334261.jpg,385,665380,259009,data/images/netta_rufina/cropped/25334261.jpg
299,24747871,Netta rufina,2016-02-21,2,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/netta_rufina/original/24747871.jpg,406,704027,230873,data/images/netta_rufina/cropped/24747871.jpg
300,24747861,Netta rufina,2016-02-21,2,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/netta_rufina/original/24747861.jpg,406,704027,230873,data/images/netta_rufina/cropped/24747861.jpg
301,24747851,Netta rufina,2016-02-21,2,Rapperswil--Holzbrücke,47.2206,8.8121,5.0,data/images/netta_rufina/original/24747851.jpg,406,704027,230873,data/images/netta_rufina/cropped/24747851.jpg
0,206607791,Cygnus olor,2015-08-28,8,Seefeldquai,47.3626,8.5468,0.0,data/images/cygnus_olor/original/206607791.jpg,407,683712,246341,data/images/cygnus_olor/cropped/206607791.jpg
